"taeCPUE","Avg.Relief","site.name","reef.name"
0,"2.25","Zaira Area","Open"
0,"2.35","Zaira Area","Open"
0,"1","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2.15","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2.0666666669999998","Zaira Area","Open"
0,"1.615384615","Zaira Area","Protected"
0,"2","Zaira Area","Protected"
0,"2","Zaira Area","Protected"
0,"2.3571428569999999","Zaira Area","Protected"
0,"1","Zaira Area","Protected"
0,"1.5","Zaira Area","Protected"
0,"2","Zaira Area","Protected"
0,"1.933333333","Zaira Area","Protected"
0,"1.9","Zaira Area","Protected"
0,"1.7","Zaira Area","Protected"
0,"2.7142857139999998","Ashmore","Ashmore East"
0,"3.1","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"3.2","Ashmore","Ashmore East"
0,"0.7","Ashmore","Ashmore East"
0,"2","Ashmore","Ashmore East"
0,"3.6875","Ashmore","Ashmore East"
0,"4.1818181819999998","Ashmore","Ashmore East"
0,"1.6","Ashmore","Ashmore East"
0,"0.3","Ashmore","Ashmore East"
0,"0.21052631599999999","Ashmore","Ashmore East"
0,"2.75","Ashmore","Ashmore East"
0,"1.2","Ashmore","Ashmore East"
0,"1","Ashmore","Ashmore East"
0,"0.2","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"1.5","Ashmore","Ashmore East"
0,"2.9","Ashmore","Ashmore East"
0,"0.3","Ashmore","Ashmore East"
0,"0.3","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"1","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0.9","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0.8","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0.2","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"1.3","Ashmore","Ashmore East"
0,"0.9","Ashmore","Ashmore East"
0,"1","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0.2","Ashmore","Ashmore East"
0,"0.133333333","Ashmore","Ashmore East"
0,"6.6699999999999995E-2","Ashmore","Ashmore East"
0,"0.33333333300000001","Ashmore","Ashmore East"
0,"6.6699999999999995E-2","Ashmore","Ashmore East"
0,"0.2","Ashmore","Ashmore East"
0,"6.6699999999999995E-2","Ashmore","Ashmore East"
0,"7.1400000000000005E-2","Ashmore","Ashmore East"
0,"0.93333333299999999","Ashmore","Ashmore East"
0,"7.6899999999999996E-2","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore East"
0,"0","Ashmore","Ashmore West"
0,"0.9","Ashmore","Ashmore West"
0,"1.1000000000000001","Ashmore","Ashmore West"
0,"1.1000000000000001","Ashmore","Ashmore West"
0,"2.7857142860000002","Ashmore","Ashmore West"
0,"0.5","Ashmore","Ashmore West"
0,"2.9333333330000002","Ashmore","Ashmore West"
0,"2.1","Ashmore","Ashmore West"
0,"1.5","Ashmore","Ashmore West"
0,"1.7","Ashmore","Ashmore West"
0,"NA","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"2","Ashmore","Ashmore West"
0,"0","Ashmore","Ashmore West"
0,"2.266666667","Ashmore","Ashmore West"
0,"2.4666666670000001","Ashmore","Ashmore West"
0,"1.4","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"0","Ashmore","Ashmore West"
0,"0.8","Ashmore","Ashmore West"
0,"2.923076923","Ashmore","Ashmore West"
0,"3.0833333330000001","Ashmore","Ashmore West"
0,"2.411764706","Ashmore","Ashmore West"
0,"3.0526315789999998","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"2.4","Ashmore","Ashmore West"
0,"0.1","Ashmore","Ashmore West"
0,"2.6","Ashmore","Ashmore West"
0,"3.3125","Ashmore","Ashmore West"
0,"2.1","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"2.1818181820000002","Ashmore","Ashmore West"
0,"3.6428571430000001","Ashmore","Ashmore West"
0,"3.769230769","Ashmore","Ashmore West"
0,"3.6666666669999999","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"1","Ashmore","Ashmore West"
0,"0.9","Ashmore","Ashmore West"
0,"0.8","Ashmore","Ashmore West"
0,"1.733333333","Ashmore","Ashmore West"
0,"0","Ashmore","Ashmore West"
0,"3.363636364","Ashmore","Ashmore West"
0,"0.1","Ashmore","Ashmore West"
0,"2.0666666669999998","Ashmore","Ashmore West"
0,"1.692307692","Ashmore","Ashmore West"
0,"1.35","Rowley Shoals","Clerke Reef"
0,"NA","Rowley Shoals","Clerke Reef"
0,"3.1","Rowley Shoals","Clerke Reef"
0,"3.8","Rowley Shoals","Clerke Reef"
0,"3.2941176470000002","Rowley Shoals","Clerke Reef"
0,"3.35","Rowley Shoals","Clerke Reef"
0,"3.0588235290000001","Rowley Shoals","Clerke Reef"
0,"3.5","Rowley Shoals","Clerke Reef"
0,"3.8125","Rowley Shoals","Clerke Reef"
0,"3.2941176470000002","Rowley Shoals","Clerke Reef"
0,"3.3333333330000001","Rowley Shoals","Clerke Reef"
0,"2.9090909090000001","Rowley Shoals","Clerke Reef"
0,"3.3333333330000001","Rowley Shoals","Clerke Reef"
0,"2.5499999999999998","Rowley Shoals","Clerke Reef"
0,"3.0555555559999998","Rowley Shoals","Clerke Reef"
0,"2.85","Rowley Shoals","Clerke Reef"
0,"2.8","Rowley Shoals","Clerke Reef"
0,"3.9375","Rowley Shoals","Clerke Reef"
0,"4.05","Rowley Shoals","Clerke Reef"
0,"2","Rowley Shoals","Clerke Reef"
0,"4.3499999999999996","Rowley Shoals","Clerke Reef"
0,"NA","Rowley Shoals","Clerke Reef"
0,"NA","Rowley Shoals","Clerke Reef"
0,"3.15","Rowley Shoals","Clerke Reef"
0,"3","Rowley Shoals","Clerke Reef"
0,"2.7","Rowley Shoals","Clerke Reef"
0,"3.375","Rowley Shoals","Clerke Reef"
0,"2.4","Rowley Shoals","Clerke Reef"
0,"1.7","Rowley Shoals","Clerke Reef"
0,"2.230769231","Rowley Shoals","Clerke Reef"
0,"3.636363636","Rowley Shoals","Clerke Reef"
0,"2","Rowley Shoals","Clerke Reef"
0,"3.4","Rowley Shoals","Clerke Reef"
0,"3.25","Rowley Shoals","Clerke Reef"
0,"2.625","Rowley Shoals","Clerke Reef"
0,"3.2","Rowley Shoals","Clerke Reef"
0,"3.2","Rowley Shoals","Clerke Reef"
0,"3.3","Rowley Shoals","Clerke Reef"
0,"3.3333333330000001","Rowley Shoals","Clerke Reef"
0,"1.9","Rowley Shoals","Clerke Reef"
0,"3.8947368419999999","Rowley Shoals","Imperieuse Reef"
0,"3.4545454549999999","Rowley Shoals","Imperieuse Reef"
0,"3.2","Rowley Shoals","Imperieuse Reef"
0,"2.1875","Rowley Shoals","Imperieuse Reef"
0,"3.8","Rowley Shoals","Imperieuse Reef"
0,"1.705882353","Rowley Shoals","Imperieuse Reef"
0,"3.6","Rowley Shoals","Imperieuse Reef"
0,"1.7","Rowley Shoals","Imperieuse Reef"
0,"2.85","Rowley Shoals","Imperieuse Reef"
0,"2.7272727269999999","Rowley Shoals","Imperieuse Reef"
0,"3.45","Rowley Shoals","Imperieuse Reef"
0,"3.588235294","Rowley Shoals","Imperieuse Reef"
0,"3.4285714289999998","Rowley Shoals","Imperieuse Reef"
0,"1.7","Rowley Shoals","Imperieuse Reef"
0,"3.6","Rowley Shoals","Imperieuse Reef"
0,"3","Rowley Shoals","Imperieuse Reef"
0,"NA","Rowley Shoals","Imperieuse Reef"
0,"3.9","Rowley Shoals","Imperieuse Reef"
0,"3.6","Scott Reef","North"
0,"4.25","Scott Reef","North"
0,"4.2777777779999999","Scott Reef","North"
0,"3.615384615","Scott Reef","North"
0,"3.6666666669999999","Scott Reef","North"
0,"3.9473684210000002","Scott Reef","North"
0,"3.5","Scott Reef","North"
0,"3.7894736839999998","Scott Reef","North"
0,"3.8235294120000001","Scott Reef","North"
0,"3","Scott Reef","North"
0,"2.9166666669999999","Scott Reef","North"
0,"3.5","Scott Reef","North"
0,"3.5","Scott Reef","North"
0,"4.2","Scott Reef","North"
0,"3.6315789469999999","Scott Reef","North"
1,"3.1666666669999999","Scott Reef","North"
0,"2.7142857139999998","Scott Reef","North"
0,"3.125","Scott Reef","North"
0,"2","Scott Reef","North"
0,"2.5294117649999999","Scott Reef","North"
0,"3.5","Scott Reef","North"
0,"NA","Scott Reef","North"
0,"3.6","Scott Reef","North"
0,"3","Scott Reef","North"
0,"2.4705882350000001","Scott Reef","North"
0,"3.5333333329999999","Scott Reef","North"
0,"3.3529411759999999","Scott Reef","North"
0,"3.1818181820000002","Scott Reef","North"
0,"3.1666666669999999","Scott Reef","North"
0,"3.3157894739999998","Scott Reef","North"
0,"2.2999999999999998","Scott Reef","North"
0,"2.9","Scott Reef","North"
0,"2.8421052630000001","Scott Reef","North"
0,"3","Scott Reef","North"
0,"3.4","Scott Reef","North"
0,"3.1176470589999998","Scott Reef","North"
0,"3.1333333329999999","Scott Reef","North"
0,"2.4666666670000001","Scott Reef","North"
0,"NA","Scott Reef","North"
0,"3.2142857139999998","Scott Reef","North"
0,"3.363636364","Scott Reef","North"
0,"3.266666667","Scott Reef","North"
0,"3.3333333330000001","Scott Reef","North"
0,"2.95","Scott Reef","North"
0,"3.75","Scott Reef","North"
0,"NA","Scott Reef","North"
0,"3.5789473680000001","Scott Reef","North"
0,"3","Scott Reef","North"
0,"2.9","Scott Reef","North"
0,"2.6666666669999999","Scott Reef","North"
0,"3.7058823529999998","Scott Reef","South"
0,"4.3499999999999996","Scott Reef","South"
0,"3.692307692","Scott Reef","South"
0,"3.5","Scott Reef","South"
0,"3.5454545450000001","Scott Reef","South"
0,"2.9166666669999999","Scott Reef","South"
0,"3.75","Scott Reef","South"
0,"3","Scott Reef","South"
0,"3.55","Scott Reef","South"
0,"3.8947368419999999","Scott Reef","South"
0,"3.4705882350000001","Scott Reef","South"
0,"3.95","Scott Reef","South"
0,"3.85","Scott Reef","South"
0,"3.7647058819999999","Scott Reef","South"
0,"3","Scott Reef","South"
0,"3","Scott Reef","South"
0,"3.75","Scott Reef","South"
0,"3.2777777779999999","Scott Reef","South"
0,"3.769230769","Scott Reef","South"
0,"3.5","Scott Reef","South"
0,"3.9","Scott Reef","South"
0,"2.8666666670000001","Scott Reef","South"
0,"3.8235294120000001","Scott Reef","South"
0,"3","Scott Reef","South"
0,"4.05","Scott Reef","South"
0,"4.0999999999999996","Scott Reef","South"
0,"3","Scott Reef","South"
0,"3.4","Scott Reef","South"
0,"3","Scott Reef","South"
0,"3","Scott Reef","South"
0,"2.5833333330000001","Scott Reef","South"
0,"3.5","Scott Reef","South"
0,"3.6666666669999999","Scott Reef","South"
0,"3.2857142860000002","Scott Reef","South"
0,"3.1","Scott Reef","South"
0,"3.2222222220000001","Scott Reef","South"
0,"3.95","Scott Reef","South"
0,"3.4285714289999998","Scott Reef","South"
0,"3.85","Scott Reef","South"
0,"3.7","Scott Reef","South"
0,"4.3684210529999996","Scott Reef","South"
0,"3.6428571430000001","Scott Reef","South"
0,"3.636363636","Scott Reef","South"
0,"3.2","Scott Reef","South"
0,"3.5333333329999999","Scott Reef","South"
0,"3.3333333330000001","Scott Reef","South"
0,"2.5333333329999999","Scott Reef","South"
0,"3","Scott Reef","South"
0,"0","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2.1","Cobourg Peninsula","Airport Beach"
0,"1.5","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"NA","Cobourg Peninsula","Airport Beach"
0,"0.3","Cobourg Peninsula","Airport Beach"
0,"1.4","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"NA","Cobourg Peninsula","Airport Beach"
0,"1","Cobourg Peninsula","Airport Beach"
0,"3.2727272730000001","Cobourg Peninsula","Airport Beach"
0,"1.363636364","Cobourg Peninsula","Airport Beach"
0,"1.8","Cobourg Peninsula","Airport Beach"
0,"0.8","Cobourg Peninsula","Airport Beach"
0,"1.75","Cobourg Peninsula","Airport Beach"
0,"1.3","Cobourg Peninsula","Airport Beach"
0,"1","Cobourg Peninsula","Airport Beach"
0,"2","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2","Cobourg Peninsula","Airport Beach"
0,"2","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"1.7","Cobourg Peninsula","Airport Beach"
0,"6.6699999999999995E-2","Cobourg Peninsula","Airport Beach"
0,"1.5","Cobourg Peninsula","Airport Beach"
0,"1.5","Cobourg Peninsula","Airport Beach"
0,"2","Cobourg Peninsula","Airport Beach"
0,"3.5","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"0.44444444399999999","Cobourg Peninsula","Airport Beach"
0,"1.6666666670000001","Cobourg Peninsula","Airport Beach"
0,"NA","Cobourg Peninsula","Airport Beach"
0,"0.8","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2.2857142860000002","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2.1176470589999998","Cobourg Peninsula","Airport Beach"
0,"0.2","Cobourg Peninsula","Airport Beach"
0,"1.95","Cobourg Peninsula","Airport Beach"
0,"1.2","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2.3333333330000001","Cobourg Peninsula","Airport Beach"
0,"3.3333333330000001","Cobourg Peninsula","Airport Beach"
0,"2.5833333330000001","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"0.5","Cobourg Peninsula","Airport Beach"
0,"1.3333333329999999","Cobourg Peninsula","Airport Beach"
0,"2.3333333330000001","Cobourg Peninsula","Airport Beach"
0,"2.2000000000000002","Cobourg Peninsula","Airport Beach"
0,"2.2999999999999998","Cobourg Peninsula","Airport Beach"
0,"1.9","Cobourg Peninsula","Airport Beach"
0,"1.571428571","Cobourg Peninsula","Airport Beach"
0,"0.4","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"2","Cobourg Peninsula","Airport Beach"
0,"0","Cobourg Peninsula","Airport Beach"
0,"0.5","Cobourg Peninsula","Airport Beach"
0,"1.8666666670000001","Cobourg Peninsula","Airport Beach"
0,"0.7","Cobourg Peninsula","Offshore Reef"
0,"0.8","Cobourg Peninsula","Offshore Reef"
0,"0.5","Cobourg Peninsula","Offshore Reef"
0,"0.6","Cobourg Peninsula","Offshore Reef"
0,"1","Cobourg Peninsula","Offshore Reef"
0,"0.5","Cobourg Peninsula","Offshore Reef"
0,"0.625","Cobourg Peninsula","Offshore Reef"
0,"0.625","Cobourg Peninsula","Offshore Reef"
0,"2.2999999999999998","Cobourg Peninsula","Offshore Reef"
0,"2.0833333330000001","Cobourg Peninsula","Offshore Reef"
0,"0","Cobourg Peninsula","Offshore Reef"
0,"1","Cobourg Peninsula","Offshore Reef"
0,"1.4","Cobourg Peninsula","Offshore Reef"
0,"0.2","Cobourg Peninsula","Offshore Reef"
0,"0.2","Cobourg Peninsula","Offshore Reef"
0,"0.7","Cobourg Peninsula","Offshore Reef"
0,"NA","Rowley Shoals","Clerke Reef"
0,"1.7857142859999999","Central GBR","Rib Reef"
0,"2.5","Central GBR","Rib Reef"
0,"1.769230769","Central GBR","Rib Reef"
0,"0.6","Central GBR","Rib Reef"
0,"1.181818182","Central GBR","Rib Reef"
0,"0.8","Central GBR","Rib Reef"
0,"0","Central GBR","Rib Reef"
0.475802911,"0","Central GBR","Rib Reef"
0,"1.2857142859999999","Central GBR","Rib Reef"
0,"NA","Central GBR","Rib Reef"
0,"1.8333333329999999","Central GBR","Rib Reef"
0,"2.75","Central GBR","Rib Reef"
0,"2.888888889","Central GBR","Rib Reef"
0,"2.6842105260000002","Central GBR","Rib Reef"
0,"3","Central GBR","Rib Reef"
0,"2.6","Central GBR","Rib Reef"
0,"2.2000000000000002","Central GBR","Rib Reef"
0,"2.5555555559999998","Central GBR","Rib Reef"
0,"3.411764706","Central GBR","Rib Reef"
0,"0.66666666699999999","Central GBR","Rib Reef"
0,"2.2727272730000001","Central GBR","Rib Reef"
0,"2","Central GBR","Rib Reef"
0.582059378,"2.25","Central GBR","Rib Reef"
0,"2.4","Central GBR","Rib Reef"
0,"2","Central GBR","Rib Reef"
0,"1.75","Central GBR","Rib Reef"
0,"3.4","Central GBR","Rib Reef"
0,"2.8571428569999999","Central GBR","Rib Reef"
0,"2.8421052630000001","Central GBR","Rib Reef"
0,"1.818181818","Central GBR","Rib Reef"
0,"2.6","Central GBR","Rib Reef"
0,"2","Central GBR","Rib Reef"
0,"2.4736842110000001","Central GBR","Rib Reef"
0,"1.4375","Central GBR","Rib Reef"
0,"2.9473684210000002","Central GBR","Rib Reef"
0,"1.153846154","Central GBR","Rib Reef"
0,"1.9375","Central GBR","Rib Reef"
0,"1.5","Central GBR","Rib Reef"
0,"1.636363636","Central GBR","Rib Reef"
0,"2.611111111","Central GBR","Rib Reef"
0,"2.2000000000000002","Central GBR","Rib Reef"
0,"0.6","Central GBR","Rib Reef"
0,"0.1","Central GBR","Rib Reef"
0,"1.35","Central GBR","Rib Reef"
0,"2.8","Central GBR","Rib Reef"
0,"2.1052631580000001","Central GBR","Rib Reef"
0,"3.1818181820000002","Central GBR","Rib Reef"
0,"2.5","Central GBR","Rib Reef"
0,"2.35","Central GBR","Rib Reef"
0,"2.95","Central GBR","Rib Reef"
0,"2.388888889","Central GBR","Rib Reef"
0,"1.8421052630000001","Central GBR","Rib Reef"
0,"3.1111","Central GBR","Helix Reef"
0,"1.8889","Central GBR","Helix Reef"
0.656358316,"2.3332999999999999","Central GBR","Helix Reef"
0,"3.25","Central GBR","Helix Reef"
0,"2.9","Central GBR","Helix Reef"
0,"2.2000000000000002","Central GBR","Helix Reef"
0,"2.8332999999999999","Central GBR","Helix Reef"
0,"1.55","Central GBR","Helix Reef"
0,"2.8235000000000001","Central GBR","Helix Reef"
0,"1.7692000000000001","Central GBR","Helix Reef"
0,"2.6111","Central GBR","Helix Reef"
0,"3","Central GBR","Helix Reef"
0,"4","Central GBR","Helix Reef"
0,"2.7","Central GBR","Helix Reef"
0,"3","Central GBR","Helix Reef"
0,"2.5714000000000001","Central GBR","Knife Reef"
0,"2.6","Central GBR","Knife Reef"
0,"2.9411999999999998","Central GBR","Knife Reef"
0,"1.8462000000000001","Central GBR","Knife Reef"
0,"4.75","Central GBR","Knife Reef"
0,"3","Central GBR","Knife Reef"
0,"1.7","Central GBR","Knife Reef"
0,"2.75","Central GBR","Knife Reef"
0.758337127,"3.35","Central GBR","Knife Reef"
0,"2.0909","Central GBR","Knife Reef"
0,"2.5499999999999998","Central GBR","Knife Reef"
0.680626312,"3.125","Central GBR","Knife Reef"
0,"NA","Central GBR","Knife Reef"
0,"1.2","Central GBR","Knife Reef"
0,"2.3157999999999999","Central GBR","Knife Reef"
0,"1.5713999999999999","Central GBR","Knife Reef"
0,"0.85","Central GBR","Knife Reef"
0,"3","Central GBR","Knife Reef"
0,"0","Central GBR","Knife Reef"
0.797495333,"3.35","Central GBR","Knife Reef"
0,"2.111111111","Central GBR","Knife Reef"
0,"3","Central GBR","Knife Reef"
0,"2.5294117649999999","Central GBR","Knife Reef"
0.619502134,"1.2","Central GBR","Knife Reef"
0,"3.4444444440000002","Central GBR","Knife Reef"
0,"2.5333333329999999","Central GBR","Knife Reef"
0,"1.5454545449999999","Central GBR","Knife Reef"
0,"3.1428571430000001","Central GBR","Knife Reef"
0,"1.4","Central GBR","Knife Reef"
0.66965793,"0.83333333300000001","Central GBR","Knife Reef"
0.671367983,"2.0666666669999998","Central GBR","Knife Reef"
0.668747711,"1.2727272730000001","Central GBR","Knife Reef"
0.647554806,"0.375","Central GBR","Knife Reef"
0.65387351,"1.45","Central GBR","Knife Reef"
0,"0.94444444400000005","Central GBR","Knife Reef"
0,"2.7857142860000002","Central GBR","Knife Reef"
0,"2.25","Central GBR","Knife Reef"
0,"2.4375","Central GBR","Knife Reef"
0,"1.625","Central GBR","Knife Reef"
0,"3.538461538","Central GBR","Knife Reef"
0,"2.0666666669999998","Central GBR","Knife Reef"
0,"0","Central GBR","Knife Reef"
0,"3.4","Central GBR","Knife Reef"
0,"2.75","Central GBR","Knife Reef"
0,"2","Central GBR","Knife Reef"
0,"3.1666666669999999","Central GBR","Knife Reef"
0,"1.8125","Central GBR","Knife Reef"
0,"3.4736842110000001","Central GBR","Knife Reef"
0,"2.769230769","Central GBR","Knife Reef"
0,"2.75","Central GBR","Knife Reef"
0,"2.5","Central GBR","Knife Reef"
0,"2.5333000000000001","Central GBR","Chicken Reef"
0,"2.25","Central GBR","Chicken Reef"
0.726074192,"2.611111111","Central GBR","Chicken Reef"
0.66840427,"2","Central GBR","Chicken Reef"
0,"3.1764705879999999","Central GBR","Chicken Reef"
0.739615794,"1.0909090910000001","Central GBR","Chicken Reef"
0,"2.0526315789999998","Central GBR","Chicken Reef"
0,"3","Central GBR","Chicken Reef"
0,"3.8333333330000001","Central GBR","Chicken Reef"
0.66734365,"3","Central GBR","Chicken Reef"
0,"3.5","Central GBR","Chicken Reef"
0,"1.5333333330000001","Central GBR","Chicken Reef"
0,"3.25","Central GBR","Chicken Reef"
0,"3.2142857139999998","Central GBR","Chicken Reef"
0.821860954,"1.294117647","Central GBR","Chicken Reef"
0.703262219,"2.733333333","Central GBR","Chicken Reef"
0.672622992,"0.5","Central GBR","Chicken Reef"
0.636597908,"2.0588235290000001","Central GBR","Chicken Reef"
0.571474017,"1.1875","Central GBR","Chicken Reef"
0,"1","Central GBR","Chicken Reef"
0,"2","Central GBR","Chicken Reef"
0,"2.0499999999999998","Central GBR","Chicken Reef"
0,"3","Central GBR","Chicken Reef"
0.957543327,"1","Central GBR","Chicken Reef"
0.49676146,"1","Central GBR","Chicken Reef"
0.480505171,"2.7142857139999998","Central GBR","Chicken Reef"
0,"4.3499999999999996","Central GBR","Chicken Reef"
0,"3","Central GBR","Chicken Reef"
0,"1.9","Central GBR","Chicken Reef"
0,"3.25","Central GBR","Chicken Reef"
0,"2.9444444440000002","Central GBR","Chicken Reef"
0,"3.625","Central GBR","Chicken Reef"
0,"2.95","Central GBR","Chicken Reef"
0,"2","Central GBR","Chicken Reef"
0,"NA","Central GBR","Chicken Reef"
0,"2.888888889","Central GBR","Chicken Reef"
0,"0.3","Central GBR","Chicken Reef"
0,"3","Central GBR","Chicken Reef"
0.616374607,"0.86666666699999995","Central GBR","Chicken Reef"
0.637907437,"3.1764705879999999","Central GBR","Chicken Reef"
0,"3.4705882350000001","Central GBR","Chicken Reef"
0,"3.4","Central GBR","Chicken Reef"
0,"2.7222222220000001","Central GBR","Chicken Reef"
0,"3","Central GBR","Chicken Reef"
0,"3.875","Central GBR","Chicken Reef"
0,"3.7142857139999998","Central GBR","Chicken Reef"
0,"2.3684210530000001","Central GBR","Chicken Reef"
0,"0","Southern GBR","Heron/Wistari Green"
0,"0","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"0.33333333300000001","Southern GBR","Heron/Wistari Green"
0,"2.46","Southern GBR","Heron/Wistari Green"
0,"1","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"1.181818182","Southern GBR","Heron/Wistari Green"
0,"1.8","Southern GBR","Heron/Wistari Green"
0,"1.5","Southern GBR","Heron/Wistari Green"
0,"0","Southern GBR","Heron/Wistari Green"
0,"1.8333333329999999","Southern GBR","Heron/Wistari Green"
0,"1.4","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"0.5","Southern GBR","Heron/Wistari Green"
0,"2.0625","Southern GBR","Heron/Wistari Green"
0,"2.0499999999999998","Southern GBR","Heron/Wistari Green"
0,"0","Southern GBR","Heron/Wistari Green"
0,"1.1000000000000001","Southern GBR","Heron/Wistari Green"
0,"0.2","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"3","Southern GBR","Heron/Wistari Green"
0,"1.6666666670000001","Southern GBR","Heron/Wistari Green"
0,"1.1000000000000001","Southern GBR","Heron/Wistari Green"
0,"1.1666666670000001","Southern GBR","Heron/Wistari Green"
0,"1","Southern GBR","Heron/Wistari Green"
0,"2.1764705879999999","Southern GBR","Heron/Wistari Green"
0,"2.1333333329999999","Southern GBR","Heron/Wistari Green"
0,"2.0714285710000002","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"0.33333333300000001","Southern GBR","Heron/Wistari Green"
0,"0","Southern GBR","Heron/Wistari Green"
0,"2.6","Southern GBR","Heron/Wistari Green"
0,"1.8","Southern GBR","Heron/Wistari Green"
0,"1.95","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"0.9","Southern GBR","Heron/Wistari Green"
0,"1.2","Southern GBR","Heron/Wistari Green"
0,"0.72727272700000001","Southern GBR","Heron/Wistari Green"
0,"2.923076923","Southern GBR","Heron/Wistari Green"
0,"3","Southern GBR","Heron/Wistari Green"
0,"3","Southern GBR","Heron/Wistari Green"
0,"0.8","Southern GBR","Heron/Wistari Green"
0,"3","Southern GBR","Heron/Wistari Green"
0,"0.82","Southern GBR","Heron/Wistari Green"
0,"1.3333333329999999","Southern GBR","Heron/Wistari Green"
0,"1.0833333329999999","Southern GBR","Heron/Wistari Green"
0,"1.2","Southern GBR","Heron/Wistari Green"
0,"2","Southern GBR","Heron/Wistari Green"
0,"1.4666666669999999","Southern GBR","Heron/Wistari Green"
0,"3","Southern GBR","Heron/Wistari Green"
0,"2.1666666669999999","Southern GBR","Heron/Wistari Green"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0.8","Southern GBR","Heron/Wistari Yellow"
0,"3","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"1.461538462","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0.2","Southern GBR","Heron/Wistari Yellow"
0,"0.4","Southern GBR","Heron/Wistari Yellow"
0,"0.6","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0.7","Southern GBR","Heron/Wistari Yellow"
0,"0.54545454500000001","Southern GBR","Heron/Wistari Yellow"
0,"0.53846153799999996","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
0,"0.35714285699999998","Southern GBR","Heron/Wistari Yellow"
0,"1","Southern GBR","Heron/Wistari Yellow"
0,"0.8","Southern GBR","Heron/Wistari Yellow"
0,"2.6428571430000001","Southern GBR","Heron/Wistari Yellow"
0,"1","Southern GBR","Heron/Wistari Yellow"
0,"0","Southern GBR","Heron/Wistari Yellow"
